year,verslagnaam,voornaam,match_achternaam,fractie,functie,words,turns,days
2018,Bruins,Bruno,Bruins,,minister voor Medische Zorg en Sport,163974,922,37
2018,Van Nieuwenhuizen-Wijbenga,Cora,Nieuwenhuizen,VVD,minister van Infrastructuur en Waterstaat,154201,991,28
2018,Snel,Menno,Snel,,staatssecretaris van Financiën,153497,651,20
2018,Van Engelshoven,Ingrid,Engelshoven,D66,"minister van Onderwijs, Cultuur en Wetenschap",142656,638,25
2018,Van Veldhoven,Stientje,Veldhoven,D66,lid Tweede Kamer,141389,787,25
2018,Leijten,Renske,Leijten,SP,lid Tweede Kamer,134137,1180,69
2018,Blok,Stef,Blok,,minister van Buitenlandse Zaken,132681,944,27
2018,Schouten,Carola,Schouten,ChristenUnie,"minister van Landbouw, Natuur en Voedselkwaliteit",128473,733,28
2018,Nijboer,Henk,Nijboer,PvdA,lid Tweede Kamer,128286,1131,84
2018,Slob,Arie,Slob,ChristenUnie,minister voor Basis- en Voortgezet Onderwijs en Media,123665,480,22
2018,Dekker,Sander,Dekker,,"staatssecretaris van Onderwijs, Cultuur en Wetenschap",122716,606,29
2018,Van Rooijen,Martin,Rooijen,50PLUS,Lid Tweede Kamer,118845,934,73
2018,Buitenweg,Kathalijne,Buitenweg,GroenLinks,Lid Tweede Kamer,113243,1430,77
2018,Visser,Barbara,Visser,VVD,staatssecretaris van Defensie,107996,386,17
2018,Knops,Raymond,Knops,CDA,lid Tweede Kamer,97532,367,23
2018,Van Nispen,Michiel,Nispen,SP,lid Tweede Kamer,97244,581,65
2018,Bisschop,Roelof,Bisschop,SGP,lid Tweede Kamer,95923,1362,73
2018,Van Ark,Tamara,Ark,VVD,staatssecretaris van Sociale Zaken en Werkgelegenheid,92060,533,23
2018,Omtzigt,Pieter,Omtzigt,CDA,lid Tweede Kamer,90142,829,64
2018,Baudet,Thierry,Baudet,FvD,lid Tweede Kamer,82710,1174,63
2018,Van Weyenberg,Steven,Weyenberg,D66,lid Tweede Kamer,82172,579,68
2018,Van Toorenburg,Madeleine,Toorenburg,CDA,lid Tweede Kamer,78445,1446,67
2018,Bergkamp,Vera,Bergkamp,D66,lid Tweede Kamer,78117,1982,55
2018,Bijleveld,Ank,Bijleveld,,minister van Defensie,77843,359,14
2018,Azarkan,Farid,Azarkan,DENK,lid Tweede Kamer,77678,946,83
2018,Verhoeven,Kees,Verhoeven,D66,lid Tweede Kamer,76672,587,52
2018,Dik-Faber,Carla,Dik,ChristenUnie,lid Tweede Kamer,76477,665,83
2018,Karabulut,Sadet,Karabulut,SP,lid Tweede Kamer,74729,867,60
2018,Kaag,Sigrid,Kaag,D66,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,74567,411,18
2018,Van der Lee,Tom,Lee,GroenLinks-PvdA,lid Tweede Kamer,72452,1184,69
2018,Van Raak,Ronald,Raak,SP,lid Tweede Kamer,72377,627,65
2018,Hijink,Maarten,Hijink,SP,lid Tweede Kamer,71647,517,58
2018,Van der Staaij,Kees,Staaij,SGP,lid Tweede Kamer,68254,514,70
2018,Van Raan,Lammert,Raan,PvdD,Lid Tweede Kamer,68186,825,78
2018,Beckerman,Sandra,Beckerman,SP,lid Tweede Kamer,68043,729,77
2018,Bosma,Martin,Bosma,PVV,lid Tweede Kamer,68031,2023,51
2018,Mulder,Agnes,Mulder,CDA,lid Tweede Kamer,67869,1143,58
2018,Lodders,Helma,Lodders,VVD,lid Tweede Kamer,67401,1470,68
2018,Asscher,Lodewijk,Asscher,PvdA,"minister van Sociale Zaken en Werkgelegenheid, viceminister-president",67113,628,29
2018,Kuzu,Tunahan,Kuzu,DENK,lid Tweede Kamer,66698,821,79
2018,Laçin,Cem,Laçin,SP,Lid Tweede Kamer,66557,775,74
2018,Van Ojik,Bram,Ojik,GroenLinks,lid Tweede Kamer,66513,606,41
2018,Paternotte,Jan,Paternotte,D66,lid Tweede Kamer,66429,562,57
2018,Jetten,Rob,Jetten,D66,lid Tweede Kamer,66178,483,44
2018,Snels,Bart,Snels,GroenLinks,Lid Tweede Kamer,65857,437,48
2018,Ellemeet,Corinne,Ellemeet,GroenLinks,lid Tweede Kamer,65637,504,61
2018,van Dijk,Gijs,Dijk,PvdA,Lid Tweede Kamer,64787,671,74
2018,Agema,Fleur,Agema,PVV,lid Tweede Kamer,64173,790,71
2018,Harbers,Mark,Harbers,VVD,lid Tweede Kamer,63978,289,18
2018,Blokhuis,Paul,Blokhuis,,"staatssecretaris van Volksgezondheid, Welzijn en Sport",61503,348,13
2018,Kröger,Suzanne,Kröger,GroenLinks,lid Tweede Kamer,61426,760,71
2018,Klaver,Jesse,Klaver,GroenLinks,lid Tweede Kamer,61266,606,23
2018,Bruins,Eppo,Bruins,ChristenUnie,lid Tweede Kamer,60672,587,77
2018,Van Dam,Chris,Dam,CDA,lid Tweede Kamer,60213,494,56
2018,Ouwehand,Esther,Ouwehand,PvdD,lid Tweede Kamer,60044,734,64
2018,Westerveld,Lisa,Westerveld,GroenLinks,lid Tweede Kamer,59249,535,60
2018,van Dijk,Jasper,Dijk,SP,lid Tweede Kamer,58809,729,63
2018,Wassenberg,Frank,Wassenberg,PvdD,lid Tweede Kamer,57853,600,64
2018,Futselaar,Frank,Futselaar,SP,lid Tweede Kamer,56762,708,58
2018,Yeşilgöz-Zegerius,Dilan,Yeşilgöz-Zegerius,VVD,minister van Justitie en Veiligheid,56303,394,55
2018,Stoffer,Chris,Stoffer,SGP,lid Tweede Kamer,56179,466,56
2018,Sjoerdsma,Sjoerd,Sjoerdsma,D66,lid Tweede Kamer,55465,435,49
2018,Van Oosten,Foort,Oosten,VVD,lid Tweede Kamer,55415,896,46
2018,Keijzer,Mona,Keijzer,CDA,lid Tweede Kamer,55305,312,15
2018,Bruins Slot,Hanke,Bruins,CDA,lid Tweede Kamer,54562,599,47
2018,Van Meenen,Paul,Meenen,D66,lid Tweede Kamer,53554,1108,52
2018,Groothuizen,Maarten,Groothuizen,D66,Lid Tweede Kamer,53223,382,64
2018,Kops,Alexander,Kops,PVV,lid Tweede Kamer,52875,447,66
2018,Voordewind,Joel,Voordewind,ChristenUnie,lid Tweede Kamer,52843,481,57
2018,Van der Molen,Harry,Molen,CDA,lid Tweede Kamer,52767,378,59
2018,Kuiken,Attje,Kuiken,PvdA,lid Tweede Kamer,51550,681,77
2018,De Jong,Leon,Jong,PVV,Lid Tweede Kamer,50854,448,46
2018,Dijkstra,Remco,Dijkstra,VVD,lid Tweede Kamer,49581,521,59
2018,Kwint,Peter,Kwint,SP,lid Tweede Kamer,49411,465,52
2018,Van der Graaf,Stieneke,Graaf,ChristenUnie,lid Tweede Kamer,49311,356,71
2018,Graus,Dion,Graus,PVV,lid Tweede Kamer,49129,533,43
2018,Van Brenk,Corrie,Brenk,50PLUS,lid Tweede Kamer,47243,606,74
2018,Moorlag,William,Moorlag,PvdA,lid Tweede Kamer,46892,525,64
2018,Diks,Isabelle,Diks,GroenLinks,Lid Tweede Kamer,45384,512,47
2018,Van den Berg,Joba,Berg,CDA,lid Tweede Kamer,45279,444,66
2018,Belhaj,Salima,Belhaj,D66,lid Tweede Kamer,44920,293,35
2018,Van Haersma Buma,Sybrand,Haersma,CDA,lid Tweede Kamer,43980,362,10
2018,Van Helvert,Martijn,Helvert,CDA,lid Tweede Kamer,43341,403,37
2018,Slootweg,Evert-Jan,Slootweg,CDA,lid Tweede Kamer,42565,395,49
2018,Bosman,André,Bosman,VVD,lid Tweede Kamer,42396,328,37
2018,Koopmans,Sven,Koopmans,VVD,Lid Tweede Kamer,41503,301,41
2018,Raemakers,Rens,Raemakers,D66,Lid Tweede Kamer,41447,361,54
2018,Ronnes,Erik,Ronnes,CDA,lid Tweede Kamer,40897,383,53
2018,Rog,Michel,Rog,CDA,lid Tweede Kamer,40780,1470,51
2018,Amhaouch,Mustafa,Amhaouch,CDA,lid Tweede Kamer,40111,369,55
2018,Van Aalst,Roy,Aalst,PVV,Lid Tweede Kamer,39722,433,61
2018,Alkaya,Mahir,Alkaya,SP,lid Tweede Kamer,39711,311,48
2018,Tellegen,Ockje,Tellegen,VVD,lid Tweede Kamer,39560,2436,44
2018,Kerstens,John,Kerstens,PvdA,lid Tweede Kamer,39464,336,34
2018,Dijkhoff,Klaas,Dijkhoff,VVD,staatssecretaris van Veiligheid en Justitie,39429,339,10
2018,Ploumen,Lilianne,Ploumen,PvdA,lid Tweede Kamer,38840,398,50
2018,Voortman,Linda,Voortman,GroenLinks,lid Tweede Kamer,38329,809,32
2018,Wiersma,Dennis,Wiersma,VVD,lid Tweede Kamer,38199,299,37
2018,De Graaf,Machiel,Graaf,PVV,lid Tweede Kamer,37995,324,45
2018,Rutte,Arno,Rutte,VVD,lid Tweede Kamer,37767,298,54
2018,Van Eijs,Jessica,Eijs,D66,Lid Tweede Kamer,37198,351,64
2018,Heerma,Pieter,Heerma,CDA,lid Tweede Kamer,36992,239,35
2018,Marijnissen,Lilian,Marijnissen,SP,lid Tweede Kamer,36813,330,19
2018,Öztürk,Selcuk,Öztürk,DENK,lid Tweede Kamer,36729,513,62
2018,de Groot,Tjeerd,Groot,D66,lid Tweede Kamer,36615,319,47
2018,de Vries,Aukje,Vries,VVD,lid Tweede Kamer,36236,430,47
2018,Krol,Henk,Krol,50PLUS,lid Tweede Kamer,36030,369,61
2018,Sienot,Matthijs,Sienot,D66,lid Tweede Kamer,35874,323,42
2018,Ten Broeke,Han,Broeke,VVD,lid Tweede Kamer,35265,195,16
2018,Beertema,Harm,Beertema,PVV,lid Tweede Kamer,34759,354,54
2018,Van den Hul,Kirsten,Hul,PvdA,lid Tweede Kamer,32685,289,52
2018,Wilders,Geert,Wilders,PVV,lid Tweede Kamer,32290,220,14
2018,Özütok,Nevin,Özütok,GroenLinks,Lid Tweede Kamer,31961,329,55
2018,De Roon,Raymond,Roon,PVV,lid Tweede Kamer,31629,380,31
2018,Heerema,Rudmer,Heerema,VVD,lid Tweede Kamer,31462,228,36
2018,Sneller,Joost,Sneller,D66,lid Tweede Kamer,30360,262,34
2018,Van der Linde,Roald,Linde,VVD,lid Tweede Kamer,30229,333,40
2018,Pechtold,Alexander,Pechtold,D66,lid Tweede Kamer,30164,383,14
2018,Ziengs,Erik,Ziengs,VVD,lid Tweede Kamer,30132,485,41
2018,Den Boer,Monica,Boer,D66,lid Tweede Kamer,29797,260,49
2018,Geurts,Jaco,Geurts,CDA,lid Tweede Kamer,28701,369,48
2018,Markuszower,Gidi,Markuszower,PVV,lid Tweede Kamer,28555,270,43
2018,Tielen,Judith,Tielen,VVD,lid Tweede Kamer,27319,314,36
2018,Becker,Bente,Becker,VVD,lid Tweede Kamer,27236,233,41
2018,Van Gerven,Henk,Gerven,SP,lid Tweede Kamer,27205,316,31
2018,Peters,René,Peters,CDA,lid Tweede Kamer,26954,207,34
2018,Segers,Gert-Jan,Segers,ChristenUnie,lid Tweede Kamer,26046,212,22
2018,Smeulders,Paul,Smeulders,GroenLinks,lid Tweede Kamer,24006,211,31
2018,Dijkstra,Pia,Dijkstra,D66,lid Tweede Kamer,24003,628,29
2018,Helder,Lilian,Helder,PVV,lid Tweede Kamer,24001,170,38
2018,Van Kent,Bart,Kent,SP,lid Tweede Kamer,23577,239,33
2018,Sazias,Léonie,Sazias,50PLUS,Lid Tweede Kamer,23224,212,44
2018,Koerhuis,Daniël,Koerhuis,VVD,lid Tweede Kamer,23165,306,36
2018,Van Tongeren,Liesbeth,Tongeren,GroenLinks,lid Tweede Kamer,23034,213,21
2018,Mulder,Edgar,Mulder,PVV,lid Tweede Kamer,22521,203,49
2018,Mulder,Anne,Mulder,VVD,lid Tweede Kamer,21982,501,22
2018,Grashoff,Rik,Grashoff,GroenLinks,lid Tweede Kamer,21959,174,21
2018,Azmani,Malik,Azmani,VVD,lid Tweede Kamer,21361,257,25
2018,Von Martels,Maurits,Martels,CDA,Lid Tweede Kamer,21259,248,47
2018,Middendorp,Jan,Middendorp,VVD,Lid Tweede Kamer,20225,173,25
2018,De Lange,Leendert,Lange,VVD,lid Tweede Kamer,20060,289,27
2018,Hermans,Sophie,Hermans,VVD,"minister van Klimaat en Groene Groei, viceminister-president",19970,159,26
2018,van Dijck,Tony,Dijck,PVV,lid Tweede Kamer,19771,180,20
2018,Laan-Geselschap,Antoinette,Laan-Geselschap,VVD,lid Tweede Kamer,18050,172,33
2018,Özdil,Zihni,Özdil,GroenLinks,Lid Tweede Kamer,17184,225,35
2018,Kuik,Anne,Kuik,CDA,lid Tweede Kamer,15790,141,39
2018,Van Kooten-Arissen,Femke,Kooten-Arissen,vKA,lid Tweede Kamer,15276,171,19
2018,Fritsma,Sietse,Fritsma,PVV,lid Tweede Kamer,15149,173,20
2018,Dijksma,Sharon,Dijksma,PvdA,staatssecretaris van Economische Zaken,14736,132,25
2018,Maeijer,Vicky,Maeijer,PVV,lid Tweede Kamer,14149,117,22
2018,Weverling,Arne,Weverling,VVD,lid Tweede Kamer,14121,152,32
2018,Diertens,Antje,Diertens,D66,lid Tweede Kamer,13697,109,35
2018,Arissen,Femke,Arissen,PvdD,Lid Tweede Kamer,13385,158,24
2018,Thieme,Marianne,Thieme,PvdD,lid Tweede Kamer,11206,99,13
2018,Veldman,Hayke,Veldman,VVD,lid Tweede Kamer,11096,94,32
2018,El Yassini,Zohair,El,VVD,lid Tweede Kamer,11036,90,13
2018,Bromet,Laura,Bromet,GroenLinks-PvdA,lid Tweede Kamer,9599,99,25
2018,Aartsen,Thierry,Aartsen,VVD,lid Tweede Kamer,9051,75,4
2018,Hiddema,Theo,Hiddema,FvD,lid Tweede Kamer,9023,106,18
2018,Van Haga,Wybren,Haga,Groep Van Haga,lid Tweede Kamer,8840,68,10
2018,Nijkerken-de Haan,Chantal,Nijkerken-de,VVD,lid Tweede Kamer,8816,148,15
2018,Teunissen,Christine,Teunissen,PvdD,lid Tweede Kamer,8576,66,16
2018,Zijlstra,Halbe,Zijlstra,VVD,lid Tweede Kamer,8204,47,3
2018,Madlener,Barry,Madlener,PVV,lid Tweede Kamer,7958,76,17
2018,Hennis-Plasschaert,Jeanine,Hennis-Plasschaert,VVD,Lid Tweede Kamer,7695,127,7
2018,Renkema,Wim-Jan,Renkema,GroenLinks,lid Tweede Kamer,7691,82,19
2018,Van Ojik,Abraham,Ojik,GroenLinks,Lid Tweede Kamer,7640,124,8
2018,Geluk-Poortvliet,Lenny,Geluk-Poortvliet,CDA,lid Tweede kamer,7589,72,22
2018,Bouali,Achraf,Bouali,D66,lid Tweede Kamer,7297,58,23
2018,Van Weerdenburg,Danai,Weerdenburg,PVV,lid Tweede Kamer,6872,56,12
2018,Van den Bosch,Albert,Bosch,VVD,Lid Tweede Kamer,6593,120,8
2018,Kooiman,Nine,Kooiman,SP,lid Tweede Kamer,5494,38,11
2018,Wörsdörfer,Martin,Wörsdörfer,VVD,lid Tweede Kamer,5441,39,10
2018,van Dijk,Emiel,Dijk,PVV,lid Tweede Kamer,5135,39,12
2018,Van Gent,Tobias,Gent,VVD,lid Tweede Kamer,4770,30,10
2018,Schonis,Rutger,Schonis,D66,lid Tweede Kamer,3441,31,8
2018,Geleijnse,Simon,Geleijnse,50PLUS,lid Tweede Kamer,3032,51,14
2018,Ploumen,Elisabeth,Ploumen,PvdA,Lid Tweede Kamer,2882,29,6
2018,Repping,Sjoerd,Repping,,,2688,7,1
2018,Van Avermaete,Jurgen,van,,,2673,21,1
2018,Akerboom,Eva,Akerboom,PvdD,Lid Tweede Kamer,2573,26,15
2018,Boufangacha,Zakaria,Boufangacha,,,2395,6,1
2018,Steur,André,Steur,,,2135,7,2
2018,Scheffers,Wim,Scheffers,,,2117,7,1
2018,Bucuroiu,Razvan,Bucuroiu,,,2083,3,1
2018,Mastenbroek,Sebastiaan,Mastenbroek,,,2081,7,1
2018,Maathuis,Connie,Maathuis,,,2069,9,1
2018,Popken,Gabriëlle,Popken,PVV,Lid Tweede Kamer,2067,17,9
2018,Peters,Saskia,Peters,,,2063,8,1
2018,Melkert,Joris,Melkert,,,2051,13,1
2018,Visser,Arno,Visser,,president van de Algemene Rekenkamer,1936,1,1
2018,Eijkman,Marja,Eijkman,,,1924,6,1
2018,Nijhuis,Jos,Nijhuis,,,1913,7,1
2018,Vonhof,Jacco,Vonhof,,,1871,4,1
2018,Van Duijn,Robbert-Jan,van,,,1750,6,1
2018,Ter Kuile,Alexander,ter,,,1742,10,1
2018,Koops,Jurriën,Koops,,,1730,3,1
2018,Ulrici,Monetta,Ulrici,,,1633,7,1
2018,Wilthagen,Ton,Wilthagen,,,1627,4,1
2018,Kruiter,Harry,Kruiter,,,1608,4,1
2018,De Swart,Stella,de,,,1599,4,1
2018,Vliegenthart,Arjan,Vliegenthart,,,1582,5,1
2018,De Laat,Sjef,de,,,1575,5,1
2018,Madern,Tamara,Madern,,,1550,7,1
2018,De Lange,Esther,de,EP/CDA,lid Europees Parlement,1532,12,1
2018,Akkerman,Sijas,Akkerman,,,1503,7,1
2018,De Beer,Paul,de,,,1458,3,1
2018,Koerhuis,Dani?l,Koerhuis,VVD,Lid Tweede Kamer,1406,25,1
2018,Dingemans,Charlotte,Dingemans,,,1396,2,1
2018,Tekin,Adnan,Tekin,,,1380,4,1
2018,Frederik,Jesse,Frederik,,,1360,5,1
2018,Van der Werf,Minou,van,,,1322,3,1
2018,Poot,John,Poot,,,1315,2,1
2018,Van Ojik,Kees,van,,,1234,6,1
2018,Eickhout,Bas,Eickhout,EP/GroenLinks,lid Europees Parlement,1225,5,1
2018,Boot,Gerard,Boot,,,1222,5,1
2018,Van Dorst,Michiel,van,,,1208,4,1
2018,Van Wijngaarden,Arend,van,,,1205,3,1
2018,Vogelzang,Monique,Vogelzang,,inspecteur-generaal van het Onderwijs,1201,1,1
2018,Keulaerds,Max,Keulaerds,,,1167,6,1
2018,Florijn,Marco,Florijn,,,1164,2,1
2018,Den Ronden,Paul,den,,,1156,9,1
2018,Van Gelderen,Maarten,van,,,1155,5,1
2018,Van Zutphen,Reinier,van,,Nationale ombudsman,1147,1,1
2018,Besselink,Pascal,Besselink,,,1140,3,1
2018,Meijs,Joost,Meijs,,,1136,3,1
2018,Lodders,Jaap,Lodders,,,1121,2,1
2018,Weerdmeester,B.,Weerdmeester,,,1115,2,1
2018,Curran,Ricky,Curran,,,1114,8,1
2018,Beeris,Caroline,Beeris,,,1084,5,1
2018,Van Meer,Robert,van,,,1075,8,1
2018,De Groot,René,de,,,1072,3,1
2018,Chuva de Sousa Lopes,Susana,Chuva,,,1065,8,1
2018,Bouwens,Willem,Bouwens,,,1055,4,1
2018,Den Besten,Rinda,den,,,1048,9,1
2018,Vet,William,Vet,,,1045,4,1
2018,Cziesso,Detlev,Cziesso,,,1032,5,1
2018,Sibma,Simon,Sibma,,,1010,4,1
2018,Maduro-Valies,Satcha,Maduro-Valies,,,994,4,1
2018,Klok,Dirk,Klok,,,985,11,1
2018,Gerbrandy,Gerben-Jan,Gerbrandy,EP/D66,lid Europees Parlement,943,2,1
2018,Van Montfoort,Aafke,van,,,890,3,1
2018,Van Baalen,Hans,van,EP/VVD,lid Europees Parlement,888,6,1
2018,Tang,Paul,Tang,EP/PvdA,lid Europees Parlement,869,2,1
2018,Lokman,Niels,Lokman,,,810,4,1
2018,Vetketel,Martijn,Vetketel,,,779,3,1
2018,Van Dijk,Wilco,van,,,776,3,1
2018,Hazekamp,Anja,Hazekamp,EP/PvdD,lid Europees Parlement,767,2,1
2018,Van Dalen,Peter,Van,EP/CU/SGP,lid Europees Parlement,714,1,1
2018,Van Geuns,Roeland,van,,,713,3,1
2018,De Die-Smulders,Christine,de,,,658,4,1
2018,De Jong,Dennis,De,EP/SP,lid Europees Parlement,646,1,1
2018,Vorselman,Bert,Vorselman,,,636,3,1
2018,Van der Westerlaken,Lucette,van,,,601,3,1
2018,?zdil,Zihni,?zdil,GroenLinks,Lid Tweede Kamer,593,5,1
2018,Sazias,L?onie,Sazias,50PLUS,Lid Tweede Kamer,432,2,1
2018,Gerbrands,Karen,Gerbrands,PVV,lid Tweede Kamer,328,8,2
2018,Yesilg?z-Zegerius,Dilan,Yesilg?z-Zegerius,VVD,Lid Tweede Kamer,123,2,1
2018,La?in,Cem,La?in,SP,Lid Tweede Kamer,90,4,1
2018,Van 't Wout,Bas,Wout,VVD,Lid Tweede Kamer,28,1,1
2017,Kamp,Henk,Kamp,,minister van Economische Zaken,226020,733,23
2017,Arib,Khadija,Arib,PvdA,lid Tweede Kamer,217532,10251,102
2017,Rutte,Mark,Rutte,VVD,"minister-president, minister van Algemene Zaken",163680,1067,28
2017,Blok,Stef,Blok,,minister van Buitenlandse Zaken,153677,829,33
2017,Leijten,Renske,Leijten,SP,lid Tweede Kamer,122668,918,54
2017,Van Rooijen,Martin,Rooijen,50PLUS,Lid Tweede Kamer,121024,810,52
2017,Plasterk,Ronald,Plasterk,,minister van Binnenlandse Zaken en Koninkrijksrelaties,120286,542,30
2017,Van Rijn,Martin,Rijn,,"staatssecretaris van Volksgezondheid, Welzijn en Sport",118633,526,22
2017,Omtzigt,Pieter,Omtzigt,CDA,lid Tweede Kamer,118216,910,53
2017,Asscher,Lodewijk,Asscher,PvdA,"minister van Sociale Zaken en Werkgelegenheid, viceminister-president",109588,706,34
2017,Wiebes,Eric,Wiebes,,minister van Economische Zaken en Klimaat,108952,635,19
2017,Snel,Menno,Snel,,staatssecretaris van Financiën,99331,476,5
2017,Koenders,Bert,Koenders,,minister van Buitenlandse Zaken,96215,302,21
2017,Nijboer,Henk,Nijboer,PvdA,lid Tweede Kamer,94257,776,60
2017,Dijksma,Sharon,Dijksma,PvdA,staatssecretaris van Economische Zaken,93262,484,36
2017,Dijsselbloem,Jeroen,Dijsselbloem,PvdA,minister van Financiën,84776,369,18
2017,Dekker,Sander,Dekker,,"staatssecretaris van Onderwijs, Cultuur en Wetenschap",83630,394,22
2017,Van Dam,Martijn,Dam,PvdA,staatssecretaris van Economische Zaken,82301,343,18
2017,Verhoeven,Kees,Verhoeven,D66,lid Tweede Kamer,81460,588,43
2017,Dijkhoff,Klaas,Dijkhoff,VVD,staatssecretaris van Veiligheid en Justitie,80664,438,24
2017,Van Weyenberg,Steven,Weyenberg,D66,lid Tweede Kamer,79372,578,58
2017,Ouwehand,Esther,Ouwehand,PvdD,lid Tweede Kamer,78987,881,70
2017,Van Veldhoven,Stientje,Veldhoven,D66,lid Tweede Kamer,76433,572,44
2017,Schippers,Edith,Schippers,,"minister van Volksgezondheid, Welzijn en Sport",73674,368,19
2017,Van Toorenburg,Madeleine,Toorenburg,CDA,lid Tweede Kamer,70657,917,60
2017,Van Raak,Ronald,Raak,SP,lid Tweede Kamer,66335,634,52
2017,Van Oosten,Foort,Oosten,VVD,lid Tweede Kamer,65284,1053,50
2017,Grashoff,Rik,Grashoff,GroenLinks,lid Tweede Kamer,63198,608,55
2017,Keijzer,Mona,Keijzer,CDA,lid Tweede Kamer,61943,477,45
2017,Graus,Dion,Graus,PVV,lid Tweede Kamer,61771,643,50
2017,Ten Broeke,Han,Broeke,VVD,lid Tweede Kamer,58349,750,36
2017,Kuzu,Tunahan,Kuzu,DENK,lid Tweede Kamer,58063,475,66
2017,Bosma,Martin,Bosma,PVV,lid Tweede Kamer,57115,1368,49
2017,Van Nieuwenhuizen-Wijbenga,Cora,Nieuwenhuizen,VVD,minister van Infrastructuur en Waterstaat,56449,342,7
2017,Koolmees,Wouter,Koolmees,D66,minister van Sociale Zaken en Werkgelegenheid,56278,339,15
2017,Karabulut,Sadet,Karabulut,SP,lid Tweede Kamer,55925,583,39
2017,Bisschop,Roelof,Bisschop,SGP,lid Tweede Kamer,55910,411,67
2017,Zijlstra,Halbe,Zijlstra,VVD,lid Tweede Kamer,54744,274,11
2017,Van Nispen,Michiel,Nispen,SP,lid Tweede Kamer,54398,358,49
2017,Bruins Slot,Hanke,Bruins,CDA,lid Tweede Kamer,54055,320,41
2017,Schouten,Carola,Schouten,ChristenUnie,"minister van Landbouw, Natuur en Voedselkwaliteit",53003,338,23
2017,Hennis-Plasschaert,Jeanine,Hennis,,minister van Defensie,52917,235,11
2017,Dik-Faber,Carla,Dik,ChristenUnie,lid Tweede Kamer,52468,493,78
2017,Van Tongeren,Liesbeth,Tongeren,GroenLinks,lid Tweede Kamer,51534,472,47
2017,Bussemaker,Jet,Bussemaker,,"minister van Onderwijs, Cultuur en Wetenschap",50254,186,9
2017,Van der Staaij,Kees,Staaij,SGP,lid Tweede Kamer,48671,295,49
2017,Dijkstra,Remco,Dijkstra,VVD,lid Tweede Kamer,48093,516,45
2017,De Jonge,Hugo,Jonge,,"minister van Volksgezondheid, Welzijn en Sport",47169,206,4
2017,Schultz van Haegen-Maas Geesteranus,Melanie,Schultz,,minister van Infrastructuur en Milieu,47070,177,13
2017,Lodders,Helma,Lodders,VVD,lid Tweede Kamer,45785,616,56
2017,Visser,Barbara,Visser,VVD,staatssecretaris van Defensie,45624,261,27
2017,de Vries,Aukje,Vries,VVD,lid Tweede Kamer,45373,381,38
2017,Voortman,Linda,Voortman,GroenLinks,lid Tweede Kamer,45369,676,45
2017,Voordewind,Joel,Voordewind,ChristenUnie,lid Tweede Kamer,44544,546,53
2017,Agema,Fleur,Agema,PVV,lid Tweede Kamer,44438,496,56
2017,Hoekstra,Wopke,Hoekstra,CDA,minister van Financiën,44180,344,2
2017,Bergkamp,Vera,Bergkamp,D66,lid Tweede Kamer,43119,326,33
2017,Mulder,Agnes,Mulder,CDA,lid Tweede Kamer,42860,545,47
2017,Slob,Arie,Slob,ChristenUnie,minister voor Basis- en Voortgezet Onderwijs en Media,42751,162,4
2017,Van Engelshoven,Ingrid,Engelshoven,D66,"minister van Onderwijs, Cultuur en Wetenschap",41583,190,30
2017,Klaver,Jesse,Klaver,GroenLinks,lid Tweede Kamer,41104,344,21
2017,Öztürk,Selcuk,Öztürk,DENK,lid Tweede Kamer,40819,475,58
2017,Knops,Raymond,Knops,CDA,lid Tweede Kamer,40592,266,20
2017,Van Haersma Buma,Sybrand,Haersma,CDA,lid Tweede Kamer,40587,324,16
2017,Azarkan,Farid,Azarkan,DENK,lid Tweede Kamer,37360,518,51
2017,Ollongren,Kajsa,Ollongren,,"minister van Binnenlandse Zaken en Koninkrijksrelaties, viceminister-president",36710,204,5
2017,Baudet,Thierry,Baudet,FvD,lid Tweede Kamer,36517,442,43
2017,Rutte,Arno,Rutte,VVD,lid Tweede Kamer,36124,253,35
2017,van Dijck,Tony,Dijck,PVV,lid Tweede Kamer,35866,333,25
2017,Bosman,André,Bosman,VVD,lid Tweede Kamer,35356,313,35
2017,Wilders,Geert,Wilders,PVV,lid Tweede Kamer,35314,246,21
2017,Bruins,Eppo,Bruins,ChristenUnie,lid Tweede Kamer,35262,257,45
2017,Snels,Bart,Snels,GroenLinks,Lid Tweede Kamer,35217,247,24
2017,Van Ojik,Abraham,Ojik,GroenLinks,Lid Tweede Kamer,34527,287,28
2017,Segers,Gert-Jan,Segers,ChristenUnie,lid Tweede Kamer,34123,246,26
2017,Van Meenen,Paul,Meenen,D66,lid Tweede Kamer,33577,340,34
2017,Van der Lee,Tom,Lee,GroenLinks-PvdA,lid Tweede Kamer,33557,297,43
2017,Roemer,Emile,Roemer,SP,lid Tweede Kamer,33460,286,19
2017,Harbers,Mark,Harbers,VVD,lid Tweede Kamer,33240,577,27
2017,Pechtold,Alexander,Pechtold,D66,lid Tweede Kamer,33183,283,15
2017,Ellemeet,Corinne,Ellemeet,GroenLinks,lid Tweede Kamer,32986,302,38
2017,van Dijk,Gijs,Dijk,PvdA,Lid Tweede Kamer,32574,306,45
2017,Marijnissen,Lilian,Marijnissen,SP,lid Tweede Kamer,32246,237,29
2017,Dijkgraaf,Elbert,Dijkgraaf,SGP,lid Tweede Kamer,31453,389,52
